produto,quantidade_produzida_kgs,valor_venda_medio,receita_total,custo_kg
melancia,106.57,14.34,1528.38,5.81
tomate,160.22,8.91,1426.83,3.01
trigo,156.45,21.98,3438.07,12.94
milho,52.24,12.9,673.67,5.63
milho,6.36,15.62,99.37,6.24
batata,155.82,9.09,1415.72,2.85
batata,53.68,20.45,1097.88,3.78
abacaxi,57.09,19.21,1096.77,18.16
abobrinha,118.93,18.85,2242.01,5.65
soja,29.36,12.44,365.3,4.58
milho,6.7,23.07,154.49,6.65
batata,162.15,19.56,3171.5,13.44
tomate,142.5,23.61,3364.34,14.59
feijão,17.21,15.98,274.98,2.42
melão,177.96,14.75,2625.19,8.71
tomate,49.32,14.65,722.68,9.06
abobrinha,103.45,19.9,2058.6,14.13
melão,111.93,16.74,1874.02,7.09
arroz,146.39,17.28,2529.67,2.07
arroz,139.11,9.59,1333.48,8.84
melancia,152.95,12.87,1968.72,6.19
alface,73.96,6.35,469.82,2.36
morango,113.46,15.49,1757.53,10.51
milho,182.69,16.07,2935.07,5.71
melão,138.32,21.29,2944.77,5.0
cenoura,89.81,12.36,1109.79,4.49
milho,99.42,12.17,1209.6,9.88
batata,85.94,20.91,1797.19,5.17
melancia,156.06,9.86,1539.28,7.62
tomate,5.66,23.74,134.23,7.52
cenoura,125.77,11.49,1445.18,10.31
melão,75.51,24.77,1870.47,2.89
feijão,172.97,22.08,3818.47,3.39
cenoura,38.49,22.01,847.36,6.46
abobrinha,78.03,7.57,590.84,3.46
alface,104.47,11.45,1196.15,2.25
milho,32.78,9.35,306.56,3.11
pimentão,197.69,21.2,4190.58,19.5
melão,44.03,5.1,224.43,3.98
soja,55.47,24.92,1382.07,3.64
feijão,126.06,15.16,1911.18,4.49
cenoura,103.44,18.88,1952.78,14.13
milho,85.68,17.2,1473.3,16.44
cenoura,171.82,23.86,4099.9,7.32
tomate,130.93,8.71,1140.94,3.42
alface,193.79,11.69,2266.33,3.54
tomate,150.63,5.19,782.19,3.79
tomate,78.28,7.81,611.53,4.8
alface,142.1,16.09,2286.9,13.08
pimentão,65.62,12.8,839.91,12.13
arroz,1.74,15.22,26.41,10.22
morango,146.52,21.32,3123.89,7.1
trigo,65.2,24.74,1612.75,21.8
abacaxi,93.81,12.88,1207.87,7.64
arroz,192.41,8.65,1663.54,3.94
pimentão,134.87,8.92,1202.39,5.28
abacaxi,166.84,14.69,2450.12,9.23
milho,1.55,9.66,14.94,3.81
arroz,100.49,11.06,1111.03,6.46
batata,141.37,14.81,2094.26,12.1
arroz,73.89,19.54,1444.07,15.54
melão,8.31,23.99,199.27,18.05
melancia,87.86,13.65,1199.2,10.6
abobrinha,141.24,11.43,1614.35,3.04
pimentão,43.06,12.78,550.49,5.78
milho,80.36,12.33,990.64,10.29
batata,123.28,17.44,2149.39,15.87
trigo,41.72,5.07,211.43,2.23
morango,139.35,9.96,1388.16,7.08
soja,51.71,19.64,1015.52,9.31
pimentão,195.37,19.86,3879.66,15.01
milho,87.51,8.59,751.35,7.14
abobrinha,163.04,8.6,1402.84,3.84
pimentão,54.79,21.09,1155.59,19.52
abacaxi,48.59,18.81,913.76,11.51
batata,171.34,23.6,4043.45,14.53
feijão,197.63,15.52,3067.99,12.84
cenoura,162.69,22.39,3643.01,7.75
trigo,55.39,19.75,1094.12,9.08
milho,45.18,20.71,935.72,10.73
batata,49.29,11.17,550.58,9.57
morango,156.14,23.01,3592.89,10.25
melancia,165.9,22.4,3715.84,3.38
milho,164.29,12.79,2101.72,8.21
soja,141.82,15.95,2261.58,9.73
cenoura,30.2,14.64,442.25,7.14
cenoura,9.17,21.61,198.21,16.87
alface,114.42,5.68,650.09,2.91
melancia,130.58,15.31,1998.99,10.11
batata,173.19,18.47,3199.35,13.92
milho,140.68,19.28,2711.84,10.72
melancia,124.84,19.75,2466.09,10.49
morango,168.5,15.88,2675.45,5.72
arroz,80.78,23.9,1930.72,17.65
batata,92.84,23.22,2155.66,4.77
soja,14.74,14.48,213.33,7.86
melão,75.84,12.94,981.65,8.95
milho,71.29,6.73,480.08,5.69
soja,36.26,18.67,677.1,2.69
arroz,48.28,12.81,618.56,2.27
alface,42.72,20.89,892.61,4.45
soja,70.38,15.71,1105.33,10.23
alface,58.49,13.57,793.61,11.63
feijão,103.7,15.43,1600.18,4.69
feijão,178.35,14.99,2673.84,9.87
melancia,191.93,21.84,4191.04,20.54
feijão,49.83,7.8,388.55,3.5
arroz,75.34,23.87,1798.45,4.72
melancia,38.74,14.79,572.96,13.11
melancia,149.65,10.24,1531.83,4.42
alface,88.67,8.11,719.03,3.41
pimentão,137.67,22.47,3093.98,13.69
morango,5.51,20.98,115.67,9.4
pimentão,86.72,6.82,591.73,5.78
feijão,68.78,17.33,1191.67,13.68
cenoura,41.32,7.33,302.8,3.57
trigo,57.41,6.6,379.08,2.73
abacaxi,51.63,12.56,648.36,11.65
trigo,53.75,19.22,1032.74,11.31
batata,10.52,23.51,247.35,12.95
pimentão,70.09,9.81,687.52,2.21
tomate,36.61,8.27,302.89,4.16
pimentão,21.09,21.7,457.7,19.41
milho,83.51,17.47,1458.87,11.76
feijão,73.04,10.05,734.06,2.04
arroz,36.43,10.51,382.89,4.18
melão,154.28,19.24,2968.12,16.8
milho,23.82,14.12,336.18,13.19
milho,26.46,22.75,601.78,21.04
trigo,97.15,10.3,1000.25,5.56
morango,34.29,15.29,524.15,10.21
tomate,97.58,6.66,650.2,3.27
cenoura,4.09,9.48,38.8,4.2
abacaxi,146.43,17.84,2611.71,7.5
trigo,196.17,12.4,2432.89,2.44
tomate,60.82,5.36,326.13,3.82
abacaxi,129.96,15.43,2004.7,9.42
alface,198.49,14.49,2875.49,4.92
abacaxi,90.9,11.87,1078.98,6.57
pimentão,177.28,13.32,2362.19,11.33
arroz,32.21,5.05,162.63,2.9
alface,144.76,24.06,3482.64,2.51
abobrinha,72.47,16.33,1183.3,5.02
melancia,58.13,6.86,398.8,5.08
melão,45.91,16.63,763.33,7.6
soja,7.6,7.74,58.78,6.81
abacaxi,63.34,16.03,1015.57,8.93
alface,79.93,13.42,1072.28,7.59
trigo,32.77,23.48,769.31,6.39
feijão,190.92,11.1,2118.68,7.56
trigo,11.43,14.49,165.67,5.81
milho,88.59,19.47,1725.1,13.7
batata,182.67,16.16,2952.54,11.93
pimentão,47.49,12.56,596.52,10.38
morango,19.25,18.41,354.3,15.43
feijão,151.89,18.01,2734.99,11.1
melão,6.92,14.94,103.33,13.98
batata,196.27,24.72,4852.14,21.49
melancia,93.51,13.67,1278.38,9.8
soja,128.3,17.91,2297.42,7.28
abobrinha,39.13,14.78,578.42,4.42
abacaxi,18.76,15.7,294.58,11.38
melão,8.1,11.48,93.04,6.45
abacaxi,14.77,10.25,151.37,6.84
feijão,196.56,6.42,1262.61,4.18
abacaxi,52.18,23.72,1237.61,8.85
alface,160.76,11.92,1916.68,3.0
morango,195.96,24.65,4831.51,12.29
feijão,31.13,8.62,268.4,7.15
abobrinha,113.06,19.43,2197.0,16.72
trigo,41.78,8.08,337.45,5.2
abobrinha,178.82,22.82,4080.32,19.45
morango,159.92,22.83,3650.81,11.0
abacaxi,45.86,23.26,1066.91,13.38
abacaxi,138.71,11.91,1652.32,2.45
milho,195.05,18.11,3532.69,16.94
batata,76.49,24.01,1836.45,8.23
morango,45.6,11.73,535.01,8.98
morango,132.44,12.07,1598.22,10.48
trigo,139.61,20.76,2898.06,15.21
tomate,179.51,19.65,3527.77,13.93
feijão,16.89,17.89,302.2,4.44
morango,148.89,18.34,2731.28,14.72
alface,61.73,18.34,1132.17,5.67
alface,20.33,7.99,162.45,7.06
arroz,89.05,12.46,1109.76,9.29
melão,198.33,12.07,2394.34,5.5
tomate,8.9,20.07,178.6,4.5
abobrinha,145.46,12.58,1829.43,11.69
alface,139.41,7.26,1011.58,2.75
soja,190.75,16.24,3097.83,13.2
pimentão,141.1,8.72,1230.98,3.84
trigo,79.68,23.68,1886.67,11.97
pimentão,99.08,14.82,1468.71,14.16
arroz,141.98,23.65,3358.1,14.31
morango,12.23,14.24,174.13,6.59
feijão,165.59,16.46,2725.07,13.2
alface,35.53,17.54,623.33,9.36
batata,85.11,6.99,595.32,5.11
melancia,37.0,15.89,587.85,8.33
melancia,81.92,21.69,1776.71,9.67
abacaxi,80.65,22.04,1777.8,6.88
alface,118.66,15.21,1804.69,7.98
trigo,137.45,17.52,2408.63,9.48
melancia,71.29,15.61,1112.87,6.03
alface,45.2,11.82,534.17,4.18
cenoura,114.19,22.92,2617.38,2.98
batata,37.49,12.27,460.15,2.02
trigo,20.83,8.18,170.49,2.62
morango,186.85,5.86,1094.59,2.72
feijão,90.57,17.6,1593.68,3.37
melão,13.37,17.69,236.42,13.54
milho,63.96,23.14,1480.24,2.23
feijão,143.58,16.9,2425.75,10.2
abobrinha,164.06,22.1,3624.92,2.4
batata,190.62,15.58,2969.62,8.34
arroz,7.74,8.49,65.65,5.54
tomate,73.44,20.5,1505.15,13.21
abacaxi,86.65,10.94,947.82,5.58
alface,87.33,24.59,2147.22,12.54
pimentão,167.44,5.75,962.52,2.76
abobrinha,148.66,15.89,2361.81,6.77
soja,188.76,19.9,3755.51,17.22
arroz,22.21,22.5,499.76,15.76
feijão,2.96,10.3,30.51,8.99
morango,48.13,14.9,717.17,10.43
cenoura,80.56,12.56,1011.75,6.77
arroz,110.75,23.62,2615.42,16.19
melão,70.33,24.8,1744.17,5.51
cenoura,48.51,20.29,983.97,19.68
batata,161.45,6.75,1089.36,5.41
tomate,122.31,10.52,1287.15,5.26
tomate,148.11,11.65,1725.35,7.37
batata,86.15,24.27,2091.2,13.41
batata,51.29,11.66,597.89,6.13
batata,84.9,17.46,1482.25,14.19
morango,113.43,10.68,1210.99,7.64
melão,76.83,5.29,406.56,2.37
tomate,117.61,17.35,2041.0,15.11
trigo,191.95,24.56,4714.79,8.85
melancia,52.35,8.94,467.88,4.61
pimentão,81.99,14.34,1175.6,9.48
cenoura,187.0,9.95,1861.07,7.04
abobrinha,120.66,9.85,1188.68,5.53
abacaxi,138.59,21.51,2980.91,11.32
melão,182.41,8.56,1562.1,2.15
trigo,97.64,11.53,1125.74,4.52
melão,144.28,17.6,2539.11,10.66
batata,133.76,12.35,1651.35,8.36
melancia,128.74,20.65,2658.64,10.33
melão,130.81,24.1,3152.14,3.42
pimentão,20.27,17.5,354.89,15.62
milho,87.91,7.38,648.44,5.23
feijão,191.67,19.16,3672.38,12.13
milho,195.63,12.54,2453.55,3.76
batata,58.28,22.6,1317.47,18.9
morango,52.72,20.95,1104.67,10.53
pimentão,173.87,9.1,1582.14,2.35
abacaxi,179.73,16.21,2913.87,3.13
pimentão,165.93,18.8,3119.1,3.16
abobrinha,137.36,5.18,711.78,3.1
tomate,190.73,16.31,3110.62,15.43
abacaxi,57.75,15.12,872.93,4.31
abacaxi,122.76,12.39,1520.37,5.31
soja,162.72,5.89,958.4,4.64
melão,112.52,12.31,1385.11,10.12
abacaxi,36.92,10.56,389.92,7.13
abobrinha,93.69,5.19,486.44,2.9
alface,162.51,9.51,1545.94,2.95
batata,106.65,16.4,1749.28,14.44
morango,60.54,16.75,1013.79,2.61
alface,188.46,17.82,3357.61,13.78
abacaxi,30.39,8.19,249.03,2.84
feijão,81.22,24.53,1992.72,2.23
melancia,46.12,6.29,289.97,5.16
melancia,108.1,20.0,2162.21,5.29
soja,54.23,17.25,935.77,6.33
cenoura,82.35,14.9,1227.44,13.58
tomate,44.37,24.86,1103.19,22.96
milho,39.3,21.07,828.19,16.58
morango,173.82,10.3,1789.87,9.26
soja,101.11,8.0,808.5,6.36
melancia,105.38,14.55,1532.72,9.63
cenoura,71.67,7.98,571.96,4.55
morango,152.88,9.17,1401.99,8.66
abacaxi,88.23,18.51,1633.28,10.85
melão,94.2,20.79,1958.14,7.12
soja,62.17,10.53,654.65,9.46
tomate,94.71,22.07,2090.09,3.36
pimentão,90.83,9.72,882.7,5.1
tomate,161.16,18.83,3034.15,7.97
morango,196.02,5.17,1012.77,3.7
trigo,121.66,7.63,927.89,3.24
tomate,186.56,20.08,3745.88,9.38
batata,169.06,7.1,1201.02,6.37
pimentão,91.3,22.4,2044.78,19.65
pimentão,42.49,20.4,867.05,11.97
abobrinha,151.31,5.7,863.16,2.44
batata,137.65,10.74,1477.83,5.1
feijão,56.18,6.24,350.49,3.65
melão,20.2,13.09,264.46,4.42
melancia,73.99,22.37,1655.23,15.53
cenoura,166.0,7.85,1302.31,6.25
abobrinha,18.47,17.8,328.72,10.59
trigo,156.45,10.65,1665.46,3.77
arroz,199.52,18.18,3627.92,6.87
melão,146.37,14.78,2163.31,5.45
morango,52.52,6.04,317.1,5.0
alface,174.74,18.8,3284.32,8.47
milho,37.24,12.61,469.72,7.92
arroz,83.81,6.28,526.29,2.9
milho,153.82,15.57,2395.7,3.36
trigo,52.21,6.39,333.82,3.03
soja,6.81,22.57,153.75,15.2
trigo,137.28,23.73,3257.62,9.34
melão,78.76,10.61,835.48,5.97
feijão,98.78,9.01,889.95,6.55
milho,82.9,8.35,692.02,2.48
melão,176.69,11.68,2063.2,2.14
melão,99.86,13.09,1307.4,2.83
batata,38.21,19.8,756.63,19.0
melancia,91.1,6.83,622.46,2.54
milho,98.41,7.32,719.99,2.47
abacaxi,92.44,23.51,2173.68,13.75
tomate,4.63,24.33,112.75,7.53
melancia,1.59,24.76,39.43,12.86
abacaxi,121.82,23.12,2816.51,8.12
pimentão,44.67,10.57,472.17,2.81
morango,87.5,9.48,829.6,7.27
morango,14.35,18.93,271.7,12.29
pimentão,195.72,15.18,2971.57,9.58
melão,188.17,12.46,2344.01,10.59
melancia,148.84,13.9,2068.63,2.85
soja,150.41,18.25,2744.98,8.48
arroz,118.85,16.53,1965.15,9.93
abacaxi,33.33,14.42,480.78,7.65
milho,65.79,18.81,1237.62,15.85
alface,146.57,21.47,3146.7,12.45
morango,20.83,14.63,304.7,3.32
morango,87.42,22.0,1922.92,14.34
trigo,2.77,23.14,64.03,13.07
cenoura,113.21,13.84,1567.1,10.12
morango,181.98,21.12,3842.79,16.99
abobrinha,57.75,9.6,554.39,8.31
batata,17.97,23.89,429.22,2.32
milho,78.59,12.62,991.78,5.57
alface,67.02,7.85,526.41,3.33
batata,81.18,5.04,409.32,3.42
melão,12.87,6.53,84.06,3.98
pimentão,132.4,21.09,2791.97,14.41
abobrinha,193.26,16.98,3280.95,2.7
trigo,47.15,24.9,1174.15,12.24
cenoura,152.69,16.53,2523.47,13.95
feijão,76.95,23.28,1791.59,18.84
arroz,71.05,17.5,1243.11,12.05
trigo,70.14,22.03,1545.02,9.5
arroz,81.89,18.28,1496.7,17.27
soja,169.4,12.34,2090.42,10.9
morango,60.86,20.06,1220.91,6.26
melão,48.69,10.06,489.7,4.48
morango,195.61,17.86,3494.29,11.11
abacaxi,185.81,21.86,4062.63,17.07
pimentão,51.9,22.87,1186.74,4.02
pimentão,181.12,6.37,1153.42,4.17
batata,186.04,17.81,3312.52,5.3
arroz,103.26,9.14,943.85,3.51
batata,9.18,18.18,166.91,6.95
melão,81.36,8.16,663.92,5.04
abobrinha,83.18,13.91,1157.07,13.28
tomate,40.75,13.48,549.2,8.31
soja,45.57,7.65,348.57,3.75
abacaxi,184.45,5.7,1051.81,4.04
alface,149.49,17.84,2666.41,4.29
cenoura,26.04,19.49,507.6,8.45
morango,6.75,24.47,165.2,22.5
cenoura,189.7,12.0,2275.85,8.16
soja,187.13,24.5,4585.31,7.5
morango,42.89,22.51,965.32,10.36
abobrinha,5.29,21.31,112.62,10.97
melão,66.94,10.65,712.57,3.94
abacaxi,199.43,17.91,3570.95,15.21
arroz,22.86,21.15,483.42,6.86
feijão,98.59,8.55,842.66,6.98
abobrinha,88.66,23.3,2066.0,21.98
cenoura,141.12,19.8,2793.4,12.74
cenoura,197.72,19.82,3918.35,18.31
abobrinha,134.79,12.83,1729.89,8.44
batata,132.63,9.53,1264.18,3.83
arroz,60.75,23.2,1409.2,15.3
melancia,102.42,23.92,2449.66,21.36
pimentão,188.69,16.5,3112.98,12.48
feijão,118.16,9.15,1081.13,8.47
feijão,138.8,21.9,3039.33,10.88
melancia,140.15,11.01,1543.4,10.33
feijão,95.38,18.37,1752.24,13.68
feijão,111.34,10.44,1162.75,5.3
abobrinha,183.71,16.09,2955.16,14.77
pimentão,107.06,18.68,1999.81,16.79
batata,95.77,19.08,1827.65,5.18
alface,115.02,11.3,1299.64,9.62
soja,170.46,6.12,1043.38,5.18
alface,157.59,18.83,2966.68,6.56
batata,64.46,16.08,1036.33,5.56
melancia,108.79,11.75,1278.05,6.37
soja,124.3,5.7,708.49,3.96
melão,94.94,5.6,531.6,3.93
pimentão,78.18,8.63,674.92,5.71
alface,50.07,19.66,984.31,15.31
cenoura,90.81,17.62,1599.8,9.64
arroz,167.22,14.34,2397.8,2.24
abobrinha,158.05,5.65,893.62,4.59
morango,167.9,12.13,2035.9,4.95
alface,168.56,12.24,2063.06,9.44
feijão,110.5,17.61,1945.71,3.55
trigo,62.58,20.15,1260.79,6.39
soja,8.51,7.39,62.89,2.75
arroz,6.91,20.67,142.93,14.52
alface,166.06,17.71,2941.15,12.81
soja,93.91,14.19,1332.47,4.11
arroz,187.92,11.22,2108.95,4.91
morango,192.95,5.05,975.14,2.79
feijão,136.84,24.66,3374.9,9.31
batata,186.81,20.51,3830.52,13.93
soja,21.93,18.71,410.26,16.74
soja,60.7,21.11,1281.54,9.86
tomate,195.95,6.01,1177.32,5.45
morango,144.75,23.08,3341.05,19.18
arroz,75.25,24.52,1845.12,23.93
feijão,65.02,13.41,872.05,3.42
abobrinha,126.01,20.34,2563.3,18.69
trigo,41.09,8.89,365.13,3.39
abacaxi,185.68,13.07,2427.46,5.51
cenoura,20.81,8.75,182.2,8.14
alface,41.28,8.79,362.98,2.79
abobrinha,43.43,5.94,257.74,4.46
morango,43.56,12.94,563.61,11.34
soja,109.49,12.9,1412.5,3.74
soja,192.84,16.44,3169.57,5.18
pimentão,35.89,22.07,792.08,13.32
cenoura,3.56,8.84,31.43,6.36
tomate,102.78,18.26,1876.65,9.67
melancia,27.37,19.16,524.38,17.73
morango,182.19,14.75,2687.06,6.26
melancia,45.26,17.45,789.75,15.32
abacaxi,51.91,12.73,660.92,6.53
trigo,186.99,19.92,3725.17,17.84
milho,95.56,16.71,1596.55,3.12
morango,101.63,22.74,2311.13,10.19
melão,182.71,8.76,1601.34,4.2
pimentão,105.72,6.85,723.94,6.03
feijão,80.73,14.26,1151.07,2.48
soja,20.23,7.22,146.04,2.69
cenoura,40.12,13.15,527.35,2.45
pimentão,146.89,13.79,2026.26,7.79
trigo,171.66,11.16,1915.52,8.63
melancia,23.55,15.33,360.92,10.33
abacaxi,45.45,22.06,1002.6,19.06
melão,182.7,12.44,2272.79,6.14
abacaxi,85.24,13.18,1123.35,6.63
morango,22.66,11.91,269.78,7.32
abobrinha,24.44,18.44,450.65,7.09
milho,109.87,14.97,1644.97,2.07
melão,2.97,10.84,32.17,4.34
trigo,38.07,21.99,837.08,9.16
melão,14.82,12.18,180.62,4.68
morango,1.44,7.41,10.65,3.12
abacaxi,188.36,23.9,4501.62,9.0
alface,150.63,13.75,2071.27,13.1
soja,68.18,17.14,1168.89,12.86
cenoura,148.75,20.05,2982.18,10.12
arroz,86.22,14.9,1284.41,7.53
alface,13.69,20.72,283.58,11.98
cenoura,15.13,19.29,291.86,16.49
melão,122.26,17.04,2083.46,12.5
cenoura,166.03,17.63,2926.71,6.33
feijão,194.91,14.07,2741.85,12.39
melancia,115.54,17.05,1969.96,15.34
pimentão,82.65,8.52,704.19,5.33
abobrinha,84.64,23.42,1982.28,7.18
melancia,136.64,10.99,1501.55,9.35
trigo,156.34,15.76,2464.63,12.57
soja,82.68,10.24,846.95,7.79
melão,9.24,24.11,222.68,13.44
cenoura,161.29,14.55,2346.49,4.96
cenoura,77.73,21.95,1705.92,19.44
arroz,130.05,23.11,3005.84,2.62
morango,78.66,16.45,1293.66,2.16
abobrinha,199.72,11.69,2335.37,8.93
feijão,45.61,20.18,920.36,6.87
feijão,111.85,13.83,1547.01,7.31
abacaxi,168.7,23.47,3959.73,11.09
arroz,156.1,20.4,3183.84,18.3
morango,89.89,14.96,1344.48,13.56
pimentão,149.99,14.17,2125.51,10.0
milho,50.07,5.89,294.67,4.83
milho,3.74,21.03,78.68,5.52
batata,147.78,10.66,1575.7,5.71
batata,100.28,22.96,2302.69,7.21
arroz,195.5,16.6,3245.14,12.37
melancia,134.95,23.7,3198.57,11.8
melancia,156.16,13.41,2094.11,6.73
abacaxi,37.27,15.24,567.92,8.77
cenoura,151.58,23.08,3499.09,20.32
milho,15.58,24.73,385.27,18.48
abacaxi,174.1,16.04,2792.77,3.0
melancia,48.72,14.11,687.25,8.23
trigo,149.36,24.28,3626.82,9.04
feijão,120.58,16.41,1978.42,4.9
abobrinha,68.36,7.84,535.82,4.79
melancia,153.98,18.24,2809.21,6.64
morango,165.28,10.56,1744.9,9.55
cenoura,181.44,21.87,3967.28,4.0
melão,169.32,22.0,3725.79,4.85
abacaxi,158.93,19.11,3037.18,4.91
melão,167.56,10.87,1820.89,2.94
arroz,192.95,18.24,3520.13,4.53
melão,7.87,8.81,69.31,5.98
tomate,128.34,12.79,1641.27,2.54
milho,110.64,13.27,1467.92,10.36
cenoura,186.72,10.63,1985.09,2.65
cenoura,94.18,21.96,2068.05,13.01
abacaxi,97.86,20.11,1968.03,5.05
alface,182.5,20.53,3746.6,9.13
trigo,78.32,22.02,1724.5,9.13
trigo,58.24,7.11,414.06,4.0
morango,96.59,15.51,1498.03,9.93
alface,71.86,8.69,624.18,8.04
batata,146.29,16.95,2479.96,13.32
milho,138.3,13.79,1906.65,2.36
alface,44.5,6.74,299.96,2.9
melão,55.16,8.23,453.76,6.99
alface,165.28,11.32,1871.1,8.76
arroz,24.14,24.85,599.71,4.51
pimentão,49.03,6.95,340.6,4.11
trigo,32.03,13.44,430.58,8.87
cenoura,188.64,5.2,980.12,2.74
morango,154.3,6.83,1053.55,2.75
batata,36.66,17.98,659.28,14.96
feijão,180.66,6.09,1100.81,2.62
arroz,7.42,23.64,175.31,8.04
melão,27.12,21.49,582.8,11.78
cenoura,27.55,15.94,439.25,10.13
alface,163.19,14.21,2319.07,8.08
alface,169.69,13.27,2252.18,9.63
feijão,14.17,21.38,302.99,11.18
soja,152.91,23.61,3610.68,20.69
abacaxi,151.53,9.3,1408.74,8.51
feijão,130.36,6.98,909.8,4.65
abobrinha,17.79,20.78,369.66,6.09
pimentão,199.13,17.26,3436.96,5.99
cenoura,86.05,16.32,1403.99,4.99
alface,37.78,7.41,279.96,4.23
tomate,151.1,15.01,2268.24,5.97
milho,72.78,19.58,1425.25,12.27
soja,38.16,12.15,463.59,6.58
abobrinha,156.75,24.24,3799.34,12.62
abacaxi,161.19,20.5,3304.88,5.09
feijão,33.09,5.07,167.65,3.83
trigo,144.94,22.18,3215.3,12.38
batata,63.65,13.26,844.03,8.21
morango,34.28,6.16,211.12,2.16
abacaxi,116.49,21.47,2501.38,15.53
cenoura,186.78,15.99,2986.12,2.49
melancia,177.94,18.83,3350.62,5.81
batata,100.77,19.92,2007.09,2.1
melão,55.73,20.79,1158.42,3.08
alface,51.09,15.52,793.05,11.3
cenoura,126.78,16.26,2061.19,11.18
tomate,184.69,16.18,2988.11,15.3
alface,191.94,12.6,2417.85,8.85
tomate,130.63,7.63,997.24,4.2
melão,159.09,8.41,1337.92,2.4
melancia,166.11,6.82,1132.73,5.59
feijão,195.24,18.9,3690.27,12.9
morango,157.18,5.57,875.52,5.03
milho,119.01,17.59,2093.14,5.78
milho,191.87,17.4,3338.23,8.86
trigo,174.14,12.53,2181.48,7.32
alface,147.93,5.58,826.06,4.48
melão,103.4,13.82,1429.07,12.75
feijão,161.56,12.92,2087.67,10.21
pimentão,161.31,24.92,4020.59,15.66
abobrinha,186.12,9.41,1750.91,7.03
milho,114.9,11.36,1305.19,2.15
alface,54.02,16.58,895.6,3.6
soja,16.57,17.77,294.57,6.38
feijão,7.61,19.04,144.87,16.8
trigo,148.56,10.61,1576.38,5.61
arroz,85.95,19.73,1696.25,18.4
pimentão,195.69,11.49,2248.79,8.5
tomate,70.06,13.79,966.23,5.29
morango,184.7,10.22,1887.59,4.02
abacaxi,108.28,6.47,700.88,3.0
milho,53.29,18.5,985.77,16.51
trigo,68.5,17.49,1197.73,15.77
morango,160.07,9.0,1440.11,6.3
trigo,60.34,16.33,985.57,6.28
batata,80.14,9.71,778.26,5.28
milho,140.4,15.61,2191.56,6.5
milho,104.7,13.57,1421.17,8.15
abacaxi,142.97,13.08,1869.85,11.96
milho,44.26,8.76,387.88,5.68
morango,178.17,21.21,3778.39,8.58
batata,59.52,17.54,1043.66,4.68
arroz,69.71,24.82,1730.34,20.03
abacaxi,28.93,13.05,377.72,8.78
pimentão,139.2,20.87,2905.3,10.41
abobrinha,41.22,15.99,659.16,5.93
tomate,131.94,8.5,1121.61,3.71
melancia,93.68,24.46,2290.99,3.04
morango,73.24,18.48,1353.84,5.95
batata,80.93,19.36,1567.0,16.55
batata,156.97,24.98,3920.62,15.14
melancia,171.23,18.12,3102.29,3.95
tomate,198.13,8.57,1698.21,3.25
soja,112.34,7.93,891.24,2.27
pimentão,55.62,5.34,296.9,2.35
batata,89.58,5.84,523.49,2.92
tomate,191.35,7.78,1488.77,4.18
abacaxi,153.39,23.01,3530.32,12.16
abacaxi,163.34,20.85,3405.81,12.16
melancia,140.08,13.18,1846.4,6.45
milho,96.96,6.85,664.62,4.29
arroz,13.45,10.38,139.69,7.27
tomate,142.62,22.06,3145.46,20.73
cenoura,55.16,20.15,1111.57,4.17
milho,6.08,9.55,58.04,4.47
melancia,32.2,9.88,318.11,4.73
arroz,145.51,13.99,2035.71,3.55
alface,96.96,8.95,867.73,6.59
alface,139.95,11.0,1539.82,3.24
batata,70.05,16.0,1120.71,12.83
alface,151.65,19.27,2922.09,18.65
cenoura,83.9,8.02,673.16,3.64
melancia,145.98,22.24,3246.9,19.13
melão,176.8,14.88,2630.13,9.92
batata,108.68,21.11,2294.61,2.57
morango,84.92,14.26,1211.12,6.69
feijão,9.9,24.06,238.29,22.99
soja,110.62,24.18,2674.49,7.45
arroz,131.3,22.58,2965.15,2.91
melancia,94.96,11.76,1116.68,5.4
arroz,142.5,11.45,1631.34,5.49
tomate,107.67,19.09,2055.73,16.21
milho,70.65,12.02,849.33,9.13
melancia,53.25,17.32,922.3,8.33
trigo,69.76,24.22,1689.52,20.29
arroz,147.47,15.2,2240.83,8.03
abobrinha,126.4,20.64,2609.43,12.09
melão,136.81,12.15,1662.17,6.1
trigo,149.55,20.93,3130.46,18.75
abobrinha,80.28,11.4,915.08,8.79
batata,128.67,19.43,2500.29,2.43
abobrinha,78.47,19.77,1551.46,18.06
arroz,174.9,16.43,2874.03,6.02
soja,195.31,15.98,3120.84,6.71
feijão,25.32,19.33,489.47,15.24
abobrinha,94.16,6.26,589.89,2.19
abobrinha,86.91,18.73,1627.88,17.67
cenoura,22.63,9.02,204.07,4.62
soja,106.65,22.65,2415.49,9.01
milho,6.54,21.29,139.3,10.22
morango,191.71,5.72,1097.46,5.2
melão,134.39,18.78,2523.21,15.55
feijão,34.01,14.75,501.71,5.16
alface,64.73,24.04,1556.2,9.43
morango,170.62,7.16,1222.25,5.87
abacaxi,184.53,24.19,4463.69,8.52
pimentão,120.47,23.29,2805.63,7.79
abacaxi,49.89,16.48,822.38,15.12
alface,195.67,23.7,4636.7,19.4
abobrinha,28.54,10.21,291.48,3.3
soja,17.89,6.55,117.23,4.14
abacaxi,179.9,8.27,1487.02,6.28
soja,146.75,14.82,2175.31,2.96
abobrinha,183.81,15.69,2884.31,10.86
milho,64.92,12.02,780.18,4.26
